,index,rname,fcategory,Rating,lat,long,address,city,phone
690,689,Selam Restaurant & Lounge,Ethiopian,4.0,43.66279,-79.42269,812 Bloor Street W,Toronto,+1 416-915-7225
691,690,Trius + Aim,Bistros,4.5,43.5986881016945,-79.5442225411534,270 Brown's Line,Toronto,+1 647-351-2700
692,691,Thai Country Kitchen,Thai,4.0,43.6561499,-79.39968,412 Spadina Ave,Toronto,+1 416-977-5999
693,692,Chez Nous,Wine Bars,4.5,43.65969,-79.34685,798 Queen Street E,Toronto,+1 416-781-4743
694,693,The Captain's Boil,Seafood,4.0,43.6156501,-79.5587629,1800 The Queensway,Toronto,+1 416-792-1880
695,694,Old School,Breakfast & Brunch,3.5,43.6519218754076,-79.4083632901311,800 Dundas Street W,Toronto,+1 416-815-8790
696,695,Donatello Restaurant,Italian,4.0,43.657425,-79.383474,37 Elm Street,Toronto,+1 416-595-5001
697,696,Maiz,Latin American,4.0,43.7287691310403,-79.4035453721881,3220 Yonge Street,Toronto,+1 647-341-8555
698,697,Lageez,Indian,4.5,43.7108417,-79.2913192,641 Pharmacy Avenue,Toronto,+1 416-285-7999
699,698,MaMa Chef Korean Restaurant,Korean,4.0,43.66444,-79.41534,648 Bloor Street W,Toronto,+1 416-516-8383
700,699,Amsterdam Barrel House,Breweries,3.5,43.70618,-79.36112,87 Laird Drive,Toronto,+1 416-504-1060
701,700,Marron Bistro,Steakhouses,4.5,43.7005399,-79.4286599,948 Eglinton Avenue W,Toronto,+1 416-784-0128
702,701,E11even,Seafood,3.5,43.642801069778,-79.381241442969,15 York Street,Toronto,+1 416-815-1111
703,702,Aviator Danforth,American (Traditional),3.5,43.683,-79.32628,1458 Danforth Ave,Toronto,+1 647-348-2680
704,703,Scollard Variety & Deli,Diners,4.5,43.6716977,-79.3921869,105 Scollard Street,Toronto,+1 416-964-9326
705,704,You Don Ya,Japanese,3.5,43.6557137988527,-79.3841209246949,108 Dundas St W,Toronto,+1 647-748-9399
706,705,Oh My Lard,Caterers,5.0,43.6487,-79.38545,"Toronto, ON",Toronto,+1 416-871-4886
707,706,Paul's Spaghetti,Italian,4.0,43.6931,-79.33362,488 Cosburn Avenue,Toronto,+1 416-422-4362
708,707,Arthur's Restaurant,Canadian (New),3.0,43.68842,-79.39351,12 St Clair Ave E,Toronto,+1 647-348-7000
709,708,Chula Taberna Mexicana,Mexican,4.0,43.6692562,-79.3359022,1058 Gerrard Street E,Toronto,+1 416-901-9859
710,709,The Four Seven,Tapas/Small Plates,4.5,43.65876,-79.43993,1211 Bloor Street  W,Toronto,+1 647-348-4500
711,710,Pizzeria Libretto Danforth,Pizza,4.0,43.6785799,-79.34754,550 Danforth Avenue,Toronto,+1 416-466-0400
712,711,Que Ling Restaurant,Vietnamese,4.0,43.6658199,-79.34941,248 Boulton Avenue,Toronto,+1 416-778-4038
713,712,Kibo Sushi House,Sushi Bars,4.5,43.6571797376337,-79.4476240147407,1415 Bloor Street W,Toronto,+1 416-536-0469
714,713,Khau Gully,Indian,4.0,43.70055,-79.39673,1991 Yonge Street,Toronto,
715,715,Leela Indian Food Bar,Indian,4.0,43.6656864338278,-79.4737639278173,3108 Dundas Street W,Toronto,+1 416-769-7777
716,716,Salto Restaurant,Italian,4.5,43.6749099,-79.43089,1138 Davenport Road,Toronto,+1 416-653-3077
717,717,House of Gourmet,Chinese,3.5,43.65336,-79.39718,484 Dundas St W,Toronto,+1 416-217-0167
718,718,Queens Legs,Pubs,4.0,43.70498,-79.40763,286 Eglinton Avenue W,Toronto,+1 416-481-3555
719,719,Residence Inn Toronto Downtown/Entertainment District,Hotels,4.0,43.644767,-79.390728,255 Wellington Street West,Toronto,+1 416-581-1800
720,720,Smith,Breakfast & Brunch,3.5,43.6669924,-79.3813287,553 Church Street,Toronto,+1 416-926-2501
721,721,Cool Runnings Restaurant,Caribbean,4.0,43.6834386,-79.299971,146 Main Street,Toronto,+1 416-693-8724
722,722,Kid Lee,Asian Fusion,4.0,43.6487084956596,-79.3814887516685,100 King Street W,Toronto,+1 647-352-0092
723,723,Chris Jerk Caribbean Bistro,Caribbean,4.5,43.789649473453,-79.3024008755197,2570 Birchmount Road,Toronto,+1 416-297-5375
724,724,Noce Restaurant,Italian,4.0,43.64552,-79.41132,875 Queen Street W,Toronto,+1 416-504-3463
725,725,Samovar Room,Lounges,1.5,43.66576,-79.36826,51A Winchester St,Toronto,+1 416-925-4555
726,726,Bocconcini Toronto,Pizza,4.5,43.6603,-79.37748,96 Gerrard Street E,Toronto,+1 416-977-1836
727,727,Morgan's On the Danforth,Gastropubs,4.0,43.68194,-79.3302284,1282 Danforth Avenue,Toronto,+1 416-461-3020
728,728,Wonton Kitchen,Dim Sum,4.0,43.66564,-79.3867,29 B St Joseph Street,Toronto,+1 416-964-9999
729,729,Utsav,Food Delivery Services,4.0,43.67094,-79.39086,69 Yorkville Ave,Toronto,+1 416-961-8349
730,730,DeSotos Eatery,Gastropubs,4.0,43.6786263,-79.4396588,1079 St Clair Avenue West,Toronto,+1 416-651-2109
731,731,Royal Ontario Museum,Museums,4.0,43.6682441250201,-79.3947601318359,100 Queen's Park,Toronto,+1 416-586-8000
732,732,The Parlour,Pizza,4.0,43.6444882,-79.4015886,642 King St W,Toronto,+1 416-869-3322
733,733,Trattoria Mercatto,Italian,3.5,43.65367,-79.38007,220 Yonge Street,Toronto,+1 647-352-3390
734,734,Adega Restaurante,Portuguese,4.0,43.65732,-79.38323,33 Elm St,Toronto,+1 416-977-4338
735,735,Chat Bar,Chinese,4.0,43.77299,-79.41414,5312 Yonge Street,Toronto,+1 647-508-5588
736,736,Esto Es Colombia,Colombian,5.0,43.7066287111662,-79.4533072320145,2848 Dufferin Street,Toronto,
737,737,Oakwood Hardware Food & Drink,Gastropubs,4.0,43.6862185521566,-79.4381985948438,337 Oakwood Avenue,Toronto,+1 416-658-9898
738,738,Fresh On Bloor,Vegan,3.5,43.666863,-79.4035738,326 Bloor Street W,Toronto,+1 416-599-4442
739,739,La Vecchia Ristorante,Italian,3.5,43.7103565,-79.3989339,2405A Yonge Street,Toronto,+1 416-489-0630
740,740,Nando's Flame Grilled Chicken,Portuguese,3.5,43.6617048,-79.3862897,832 Bay St.,Toronto,+1 416-925-8888
741,741,Good Cheese,Cheese Shops,5.0,43.66596,-79.35136,614 Gerrard Street E,Toronto,+1 416-285-8482
742,742,Ding Tai Fung,Chinese,3.5,43.796407,-79.270493,175 Commander Boulevard,Toronto,+1 416-291-0123
743,743,Bar Fancy,Chicken Shop,4.0,43.64382,-79.42143,1070 Queen Street W,Toronto,+1 416-546-1416
744,744,Cluck Clucks,Chicken Shop,4.0,43.6497687124273,-79.3660896960711,222 The Esplanade,Toronto,+1 647-748-2582
745,745,Maido Japanese Restaurant,Japanese,4.0,43.6664314,-79.405632,364 Bloor Street W,Toronto,+1 416-961-7702
746,746,The Tilted Dog Pub & Kitchen,Sandwiches,4.5,43.66283,-79.3675404,424 Parliament Street,Toronto,+1 416-961-9425
747,747,The Olde Yorke,Seafood,4.5,43.70619,-79.36218,96 Laird Drive,East York,+1 416-696-9670
748,748,Mustafa Turkish Pizza,Turkish,4.0,43.73057,-79.46799,866 Wilson Avenue,Toronto,+1 416-631-0300
749,749,Manjya Hire a Personal Chef,Personal Chefs,5.0,43.65131,-79.37457,"Toronto, ON M5C 1K9",Toronto,+1 800-993-4613
750,750,M'Zaar Restaurant,Lebanese,4.0,43.6672475,-79.3855441,668 Yonge Street,Toronto,+1 647-350-0666
751,751,Miss Things,Cocktail Bars,3.5,43.6414601,-79.431879,1279 Queen Street W,Toronto,+1 416-516-8677
752,752,Henrietta Lane Cafe & Drinkery,Cafes,4.5,43.65406,-79.36122,394 King Street E,Toronto,
753,753,Pizzeria Via Mercanti,Pizza,4.0,43.65408,-79.402,188 Augusta Avenue,Toronto,+1 647-343-6647
754,754,Pie Bar,Pizza,3.0,43.6382664027863,-79.3804673190485,207 Queens Quay W,Toronto,+1 647-341-7221
755,755,Souk Tabule,Middle Eastern,4.5,43.6536257459587,-79.354342010958,494 Front Street E,Toronto,+1 416-583-5914
756,756,k.Dinners,Seafood,5.0,43.67765,-79.35008,463 Danforth Avenue,Toronto,+1 647-236-4423
757,757,Tea N Bannock,American (Traditional),4.5,43.671182,-79.3273557,1294 Gerrard Street E,Toronto,+1 416-220-2915
758,758,El Trompo Taco Bar,Mexican,4.0,43.65591,-79.40227,277 Augusta Ave,Toronto,+1 416-260-0097
759,759,Nodo Leslieville,Italian,4.0,43.66311,-79.33162,1192 Queen Street East,Toronto,+1 416-792-4196
760,760,GarfieldEATS,Pizza,1.5,43.66085,-79.42994,995 Bloor Street W,Toronto,+1 800-522-0328
761,761,Estia,Mediterranean,3.5,43.67237,-79.39586,90 Avenue Road,Toronto,+1 416-367-4141
762,762,Japango,Sushi Bars,3.5,43.6551,-79.38524,122 Elizabeth Street,Toronto,+1 416-599-5557
763,763,Sapori,Wine Bars,5.0,43.65008,-79.43469,1588 Dundas W,Toronto,+1 647-388-9667
764,764,Dumpling King,Chinese,4.0,43.7680416,-79.4760726,1126 Finch Avenue W,Toronto,+1 647-627-7778
765,765,Marriott Downtown at CF Toronto Eaton Centre,Hotels,4.0,43.654728444284,-79.3824216350913,525 Bay Street,Toronto,+1 416-597-9200
766,766,Upper Deck Bar,Cocktail Bars,3.5,43.6236766256497,-79.3813701906625,Toronto Island Marina,Centre Island,+1 416-203-1055
767,767,Dragon Pearl Buffet,Buffets,3.5,43.755169,-79.349892,865 York Mills Road,Toronto,+1 647-352-2288
768,768,Sang-Ji Fried Bao,Noodles,4.0,43.77652,-79.41417,1 Byng Avenue,North York,+1 647-346-9199
769,769,Churrasqueira Martins,Portuguese,3.5,43.680855,-79.473492,605 Rogers Road,Toronto,+1 416-657-4343
770,770,Crown Princess Fine Dining,Dim Sum,3.5,43.66615,-79.38737,1033 Bay Street,Toronto,+1 416-923-8784
771,771,Copacabana Brazilian Steak House,Brazilian,3.5,43.7079,-79.39396,150 Eglinton Avenue E,Toronto,+1 888-432-6721
772,772,Pizzeria Moretti,Italian,3.5,43.64478,-79.39232,328 Wellington Street W,Toronto,+1 416-901-3099
773,773,Vietnoms,Vietnamese,4.0,43.764615,-79.3962269,243 Sheppard Avenue E,Toronto,+1 647-352-5886
774,774,Shalom Ethopian Restaurant,Ethiopian,4.5,43.6674999,-79.36904,587 Parliament Street,Toronto,+1 416-964-7271
775,775,KINKA IZAKAYA NORTH  YORK,Japanese,3.5,43.7603034104018,-79.409797675989,4775 Yonge Street,Toronto,+1 647-346-6246
776,776,Hello 123,Breakfast & Brunch,3.5,43.6433736,-79.4234717,1122 Queen Street W,Toronto,+1 416-532-3555
777,777,Some Time BBQ Grill Restaurant & L.L.B.O.,Chinese,4.0,43.65578,-79.39366,41-43 Baldwin Street,Toronto,+1 647-833-7688
778,778,Kwan,Dim Sum,3.0,43.688893355494,-79.3943411566436,1496 Yonge Street,Toronto,+1 416-901-6618
779,779,LOV King West,Vegan,4.0,43.64456,-79.40074,620 King West street,Toronto,+1 416-366-8568
780,780,Mill Street Beer Hall,Gastropubs,3.0,43.6504424511321,-79.3584427521102,21 Tank House Lane,Toronto,+1 416-681-0338
781,781,Pukka,Indian,4.0,43.681191,-79.429274,778 St. Clair Avenue W,Toronto,+1 416-342-1906
782,782,Loose Moose,Sports Bars,3.5,43.64522,-79.38385,146 Front Street West,Toronto,+1 416-977-8840
783,783,The Shozan Room,Japanese,4.5,43.64791,-79.4205,164 Ossington Ave,Toronto,
784,784,AKA-ONI Izakaya,Japanese,4.0,43.8219855640577,-79.298919766399,633 Silver Star Boulevard,Toronto,+1 416-298-3828
785,785,Lapinou,French,4.0,43.6444,-79.40155,642 King Street W,Toronto,+1 416-479-4414
786,786,Jz's Pizza,Pizza,4.0,43.6452767607007,-79.3897039038027,232 Wellington Street W,Toronto,+1 647-347-2727
787,787,Foxley Bistro and Bar,Asian Fusion,4.0,43.64865,-79.42024,207 Ossington Avenue,Toronto,+1 416-534-8520
788,788,Sansotei Ramen,Ramen,4.5,43.63905,-79.3982599,115 Fort York Boulevard,Toronto,+1 647-343-8878
789,789,Pokéwave,Poke,4.5,43.6635,-79.38417,514 Yonge Street,Toronto,
790,790,Bukhara Grill,Indian,4.0,43.6508421,-79.477041,2241A Bloor Street W,Toronto,+1 416-551-5199
791,791,Goose Island,Breweries,3.5,43.6472859,-79.3735769,70 The Esplanade,Toronto,+1 416-862-7575
792,792,Four Four South VIllage,Taiwanese,3.5,43.66232,-79.38376,474 Yonge Street,Toronto,+1 416-413-9802
793,793,On The Stick,Sushi Bars,3.5,43.688694,-79.391897,48 St Clair Avenue E,Toronto,+1 416-960-4896
794,794,Kōst,Mexican,3.5,43.64541,-79.3923,80 Blue Jays Way,Toronto,+1 437-800-5938
795,795,Morton's The Steakhouse,Steakhouses,4.0,43.6697130529198,-79.3949747085571,4 Avenue Road,Toronto,+1 416-925-0648
796,796,Barn Restaurant,Canadian (New),4.0,43.6473299,-79.40456,598 Queen Street W,Toronto,+1 416-504-9874
797,797,Miss Korea,Korean,3.0,43.669074,-79.385948,687 Yonge Street,Toronto,+1 647-748-9100
798,798,Papyrus,Egyptian,4.5,43.67709,-79.35324,337 Danforth Avenue,Toronto,+1 647-352-3878
799,799,LOCAL Leaside,American (Traditional),3.5,43.7099783645764,-79.3635408952832,180 Laird Drive,Toronto,+1 416-696-6226
800,800,Ozzy's Burgers,Burgers,4.0,43.65527,-79.40261,66 Nassau St,Toronto,+1 416-862-7983
801,801,Soulas Modern Greek Cuisine,Greek,4.0,43.6782533846538,-79.348819591105,500 A Danforth Avenue,Toronto,+1 416-778-0500
802,802,Gyu-Kaku Japanese BBQ,Japanese,4.0,43.6515,-79.37482,81 Church Street,Toronto,+1 647-351-2378
803,803,DASHA,Chinese,3.0,43.64456,-79.40074,620 King Street W,Toronto,+1 416-601-0662
804,804,Universal Grill,Breakfast & Brunch,3.5,43.670521103348,-79.426440440497,1071 Shaw Street,Toronto,+1 416-588-5928
805,805,Mr.Tonkatsu,Japanese,4.0,43.66434,-79.38454,548 Yonge Street,Toronto,+1 416-901-9151
806,806,Mi Mi Restaurant,Vietnamese,4.0,43.666376338824,-79.348772658905,688 Gerrard Street E,Toronto,+1 416-778-5948
807,807,Caffino Ristorante,Italian,4.0,43.63914,-79.42547,1185 King Street W,Toronto,+1 416-588-9010
808,808,Jerusalem Restaurant,Middle Eastern,4.0,43.70001,-79.42889,955 Eglinton Avenue W,York,+1 416-783-6494
809,809,Hy's Steakhouse Toronto,Steakhouses,3.5,43.651051,-79.380849,365 Bay Street,Toronto,+1 416-364-6600
810,810,Mother Cocktail Bar,Cocktail Bars,5.0,43.64524,-79.41435,874 Queen Street W,Toronto,+1 416-537-1928
811,811,Prime on Avenue,Steakhouses,4.0,43.7344314,-79.4199426,1960 Avenue Rd,Toronto,+1 647-344-6099
812,812,The Daily Dumpling Wonton Co,Chinese,4.0,43.654802780329,-79.4212308526039,792 College St,Toronto,+1 416-519-5008
813,813,KaKa All You Can Eat,Japanese,3.5,43.6578757,-79.3843752,655 Bay Street,Toronto,+1 416-979-3288
814,814,Death & Taxes Free House,American (Traditional),4.0,43.64311,-79.42496,1154 Queen Street W,Toronto,+1 416-516-2550
815,815,Masseria,Pizza,4.0,43.64431,-79.39959,577 King Street W,Toronto,+1 416-263-9999
816,816,John & Sons Oyster House,Seafood,4.0,43.6504156,-79.3817483,56 Temperance Street,Toronto,+1 416-703-5111
817,817,Pho Son,Vietnamese,4.0,43.70483,-79.47679,2319 Keele Street,Toronto,
818,818,Madame Levant,Breakfast & Brunch,4.5,43.66704,-79.34447,821 Gerrard Street E,Toronto,+1 416-729-0503
819,819,Morocco House,Moroccan,4.0,43.609931,-79.549238,876 Browns Line,Etobicoke,+1 416-519-2777
820,820,Nunu Ethiopian Fusion,Ethiopian,4.0,43.64296,-79.4256599,1178 Queen Street W,Toronto,+1 647-351-6868
821,821,Cumin Kitchen - Fine Indian Cuisine,Indian,4.5,43.68469,-79.3184,1820 Danforth Avenue,Toronto,+1 647-748-5522
822,822,Chadani Indian Cuisine,Indian,4.5,43.649,-79.37472,51 Colborne Street,Toronto,+1 647-748-4090
823,823,Planta Queen,Vegan,4.0,43.65082,-79.3878,180 Queen Street W,Toronto,+1 647-812-1221
824,824,Pimentas Grill,Portuguese,4.5,43.65516,-79.41602,648 College Street,Toronto,+1 416-539-0707
825,825,Corner By Spoon And Fork,Thai,4.0,43.6715255,-79.3945958,55 Avenue Road,Toronto,+1 416-925-2828
826,826,Little Tibet  Restaurant,Himalayan/Nepalese,4.5,43.6401,-79.438,1449A Queen Street W,Toronto,+1 416-532-9728
827,827,Dumpling House,Dim Sum,3.5,43.6656887,-79.351097,619 Gerrard Street E,Toronto,+1 416-901-0288
828,828,Sunrise House,Korean,3.5,43.66401,-79.41561,661 Bloor Street W,Toronto,+1 416-535-1019
829,829,The Mutt,Burgers,5.0,43.64987,-79.43261,1A-1516 Dundas Street W,Toronto,+1 416-551-9749
830,830,Hawk & Chick,Korean,4.5,43.64977,-79.42955,1426 Dundas Street W,Toronto,
831,831,Deepizz Pizzeria,Pizza,4.5,43.6571462882036,-79.405417793824,384 College St,Toronto,+1 416-925-1555
832,832,Seoul Food Take-Out,Korean,4.5,43.6720547517741,-79.3768996372819,606 Sherbourne Street,Toronto,+1 416-450-0519
833,833,Terroni,Italian,3.5,43.6464,-79.40917,720 Queen Street W,Toronto,+1 416-504-0320
834,834,Big Trouble,Bars,4.0,43.653366711621,-79.3964891508222,460 Dundas Street W,Toronto,+1 647-347-8880
835,835,Ko'ox Hana,Mexican,4.5,43.65473,-79.40231,214 Augusta Avenue,Toronto,+1 647-402-9970
836,836,The Chef Upstairs,Cooking Schools,4.0,43.70188,-79.38782,516 Mt Pleasant Rd,Toronto,+1 416-544-9221
837,837,Tanto,Argentine,3.5,43.64581,-79.4197499,74 Ossington Avenue,Toronto,+1 416-546-3022
838,838,Onnuri,Korean,4.0,43.80428,-79.33133,3330 Pharmacy Avenue,Toronto,
839,839,Hua Sang Seafood Restaurant,Seafood,3.5,43.6557848,-79.3937013,43 Baldwin Street,Toronto,+1 416-596-1628
840,840,Chef 88,Chinese,4.0,43.8176422826499,-79.3038474780487,3261 Kennedy Road,Toronto,+1 416-292-0883
841,841,F'Amelia,Pizza,3.5,43.6675186,-79.3686295,12 Amelia Street,Toronto,+1 416-323-0666
842,842,Shanghai Shikumen Fine Cuisine,Dim Sum,3.5,43.6527951870382,-79.3990259735631,530 Dundas Street W,Toronto,+1 647-344-7997
843,843,R&D Restaurant,Asian Fusion,3.5,43.65152,-79.39703,241 Spadina Avenue,Toronto,+1 416-586-1241
844,844,Bobbie Sue's Mac & Cheese,Comfort Food,4.0,43.6478899,-79.42041,162 Ossington Avenue,Toronto,+1 647-352-2762
845,845,The Greek Grill,Greek,4.0,43.69357,-79.3501,128 O'Connor Drive,Toronto,+1 416-461-5200
846,846,Amsterdam Brewery,Breweries,4.0,43.7070332,-79.3573192,45 Esandar Dr.,Toronto,+1 416-504-6882
847,847,Darvish Restaurant,Persian/Iranian,4.0,43.66337,-79.38412,508 Yonge Street,Toronto,+1 416-929-8893
848,848,La Vinia,Spanish,4.0,43.6164551,-79.4880219,2350 Lakeshore Boulevard W,Toronto,+1 647-748-2350
849,849,Gyubee Japanese Grill - Scarborough,Japanese,4.0,43.8154009,-79.2926838,3720 Midland Ave,Toronto,
850,850,Reyna on King,Tapas Bars,3.5,43.65346,-79.36226,354 King Street East,Toronto,
851,851,Bolands Kitchen,American (Traditional),4.0,43.7034912,-79.3878174,575 Mt Pleasant Road,Toronto,+1 416-482-2424
852,852,KINTORI YAKITORI,Japanese,3.5,43.66419,-79.41632,668 Bloor Street West,Toronto,+1 647-350-0668
853,853,African Palace,Ethiopian,4.0,43.66107,-79.42895,977 Bloor Street W,Toronto,+1 416-539-0259
854,854,La Vecchia Ristorante,Italian,3.0,43.625476,-79.4774428,90 Marine Parade Dr,Toronto,+1 416-251-5999
855,855,Sake Bar Kushi,Japanese,4.0,43.7048332,-79.4069172,257 Eglinton Avenue W,Toronto,+1 647-748-7253
856,856,Los Arrieros,Colombian,4.0,43.65583,-79.48736,276 Jane Street,Toronto,+1 416-761-1600
857,857,Diwan,Turkish,4.0,43.7249856629077,-79.3320806601189,77 Wynford Drive,Toronto,+1 416-646-4670
858,858,Kokyo Japanese Restaurant,Japanese,4.0,43.6824,-79.47113,572 Rogers Road,Toronto,+1 416-962-6968
859,859,Pure Spirits Oyster House & Grill,Seafood,3.0,43.650404,-79.358722,17 Tank House Lane,Toronto,+1 416-361-5859
860,860,Höm Cafe,Cafes,4.0,43.6703244641439,-79.3906142286939,95 Cumberland Street,Toronto,+1 416-923-2882
861,861,Archeo,Italian,3.0,43.6506799168741,-79.3595404809133,31 Trinity Street,Toronto,+1 416-815-9898
862,862,Lil Joe Cucina & Bar,Bistros,4.5,43.66927,-79.33615,1054 Gerrard Street E,Toronto,+1 647-352-6969
863,863,Focaccia Restaurant,Italian,3.5,43.66933,-79.386,17 Hayden Street,Toronto,+1 416-323-0179
864,864,Bang Sue Bar,Beer Bar,4.0,43.64634,-79.39359,11 Charlotte Street,Toronto,
865,865,Barcelona Tavern,Mediterranean,3.5,43.63981,-79.4204199,109 Atlantic Avenue,Toronto,+1 416-531-0757
866,866,Copacabana Brazilian Steakhouse,Brazilian,3.5,43.6483440823441,-79.3878309801221,230 Adelaide Street W,Toronto,+1 888-432-6721
867,867,Gatto Wood Oven Pizza,Pizza,4.0,43.65062,-79.47977,2312 Bloor Street W,Toronto,+1 416-762-9682
868,868,Bairrada Churrasqueira Grill,Portuguese,3.5,43.65329,-79.42868,1000 College Street,Toronto,+1 416-539-8239
869,869,Pretty Ugly,Cocktail Bars,4.5,43.641688888312,-79.4303486868739,1237 Queen Street W,Toronto,
870,870,Seoul Shakers,Bars,4.5,43.6585274234875,-79.4410362839699,1241 Bloor St W,Toronto,
871,871,Greenwood Smokehouse BBQ,Barbeque,3.5,43.6789975,-79.3442872,673 Danforth Avenue,Toronto,+1 416-469-2270
872,872,Mrakovic Meat & Deli,Specialty Food,4.5,43.66682,-79.57846,44 Wellesworth Dr,Etobicoke,+1 416-695-7396
873,873,Restaurant Beijing,Korean,4.5,43.6484646555967,-79.5288202911615,4925 Dundas Street W,Toronto,+1 647-343-7838
874,874,Cocina de Doña Julia,Latin American,4.5,43.6652489,-79.4524689,1545 Dupont Street,Toronto,+1 416-536-4577
875,875,Chaban,Korean,4.0,43.6247912682064,-79.5104344189167,872 The Queensway,Toronto,+1 416-255-8222
876,876,Churrasqueira Vila Verde Restaurant,Portuguese,4.0,43.65117,-79.41061,869 Dundas Street W,Toronto,+1 416-603-2515
877,877,King's Café,Chinese,4.0,43.65421,-79.4021099,192 Augusta Avenue,Toronto,+1 416-591-1340
878,878,Food 88,Vietnamese,4.5,43.65168,-79.36812,55 Sherbourne Street,Toronto,+1 647-298-7689
879,879,Ladurée Boutique and Tea Salon,Macarons,3.5,43.7246843,-79.4541729,3401 Dufferin St,Toronto,+1 416-629-2391
880,880,Plancha,Mediterranean,4.0,43.65037,-79.37731,44 Victoria Street,Toronto,+1 647-350-6333
881,881,Foodbenders,Specialty Food,4.5,43.65974,-79.43683,1162 Bloor Street W,Toronto,+1 647-303-2363
882,882,Tacorrito,Mexican,4.0,43.7577821796704,-79.4659504530478,170 Rimrock Rd,Toronto,+1 416-630-2332
883,883,Tuk Tuk Canteen,Asian Fusion,3.5,43.65084,-79.45053,397 Roncesvalles Avenue,Toronto,
884,884,Station Cafe & Kitchen,Salad,3.5,43.6622914717545,-79.4248295991069,866 Bloor Street West,Toronto,+1 416-535-2345
885,885,Bi Bim Bap,Korean,4.0,43.70055,-79.4287204,950 Eglinton Avenue W,Toronto,+1 416-787-7423
886,886,Lan Restaurant,Vietnamese,3.5,43.65916,-79.3479,755 Queen Street E,Toronto,+1 647-748-7388
887,887,Cafe CanCan,French,3.5,43.6627153350009,-79.4034854592128,89 Harbord Street,Toronto,+1 647-341-3100
888,888,Il Ponte Cucina Italiana,Italian,4.0,43.658,-79.35295,625 Queen Street E,Toronto,+1 416-778-0404
889,889,Anejo,Bars,3.0,43.64474,-79.39992,600 King Street W,Toronto,+1 416-862-8226
890,890,Sea Witch Fish and Chips,Fish & Chips,4.0,43.6822185,-79.4239619,636 Saint Clair Avenue W,Toronto,+1 647-349-4824
891,891,UFO Restaurant,Diners,4.0,43.64391,-79.40889,241 Niagara St,Toronto,+1 416-703-0888
892,892,Reposado Bar & Lounge,Tapas/Small Plates,4.0,43.64729,-79.42012,136 Ossington Avenue,Toronto,+1 416-532-6474
893,893,Sansotei,Ramen,4.0,43.6668190173642,-79.3854692490327,650 Yonge Street,Toronto,+1 647-349-3833
894,894,Meet You Leisure Restaurant,Chinese,4.0,43.776944320744,-79.4144428885916,5437 Yonge Street,Toronto,+1 416-223-4441
895,895,The Hogtown Vegan,Vegan,4.0,43.6605669,-79.4325733,1056 Bloor St. W,Toronto,+1 416-901-9779
896,896,Jollibee,Filipino,3.5,43.7732,-79.28111,15 William Kitchen Road,Toronto,+1 647-953-1100
897,897,Udon Kitanoya,Japanese,3.5,43.66543,-79.40875,513 Bloor Street W,Toronto,+1 416-519-8513
898,898,Kathmandu Restaurant,Indian,3.5,43.67113,-79.38792,12 Cumberland Street,Toronto,+1 647-345-4214
899,899,Mattachioni,Italian,4.0,43.6648758891217,-79.4549725527003,1617 Dupont Street,Toronto,+1 416-519-1010
900,900,K-Wok,Korean,3.0,43.6689115417723,-79.3864700943232,730 Yonge Street,Toronto,+1 647-350-5965
901,901,Leslie Jones,Comfort Food,4.0,43.6628904,-79.3318366,1182 Queen Street E,Toronto,+1 416-463-5663
902,902,Mad Mexican,Mexican,3.5,43.6586304,-79.4879913,405 Jane Street,Toronto,+1 416-907-5787
903,903,Wah Too Seafood Restaurant,Seafood,4.0,43.6547399,-79.3872,58 Centre Avenue,Toronto,+1 416-971-6567
904,904,Jack and Lil's,Caterers,5.0,43.65155,-79.4089,823 Dundas Street W,Toronto,+1 647-347-5459
905,905,Pho Xua,Thai,3.5,43.6741568799204,-79.4612735346423,1768 Street Clair Avenue W,Toronto,+1 416-519-9979
906,906,The Gaslight,Cocktail Bars,4.5,43.65742,-79.44806,1426 Bloor Street W,Toronto,+1 647-402-9728
907,907,Maiz,Latin American,4.0,43.63922,-79.44588,9 Roncesvalles Ave,Toronto,+1 647-341-8553
908,908,Nonna Francesca's Ristorante,Pizza,3.0,43.6418131143545,-79.3798621371388,1 York St,Toronto,+1 416-258-6088
909,909,Hogtown Smoke In the Beach,Barbeque,3.5,43.6695491215567,-79.3021431192756,1959 Queen Street E,Toronto,+1 416-691-9009
910,910,Kitchen On Sixth,Breakfast & Brunch,4.5,43.6005867949987,-79.5068445875054,2976 Lake Shore Boulevard W,Toronto,+1 647-349-4412
911,911,Mymy Chicken,Chicken Wings,4.0,43.76424,-79.41079,9 Spring Garden Avenue,Toronto,+1 416-227-7772
912,912,Char No. 5 Whisky Bar,Whiskey Bars,4.0,43.64303,-79.38379,75 Lower Simcoe Street,Toronto,+1 416-637-5484
913,913,The Wickson Social,Cocktail Bars,4.0,43.66584,-79.38539,5 St Joseph Street,Toronto,+1 647-748-1501
914,914,Hunters Landing Bar Grill Hub Restaurant,Comfort Food,3.5,43.64002,-79.39673,82 Fort York Blvd,Toronto,+1 647-352-6082
915,915,Cheese Boutique,Cheese Shops,4.5,43.6385,-79.47515,45 Ripley Avenue,Toronto,+1 416-762-6292
916,916,Kabul Restaurant and Bakery,Bakeries,4.0,43.7145615146292,-79.3336165187636,747 Don Mills Road,Toronto,+1 416-423-4445
